inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,12.692388155425117,13.31370849898476,11.98528137423857,13.31370849898476,12.86396103067893,13.485281374238571,12.156854249492381,12.071067811865477,inf,22.677669529663692,21.313708498984763,19.313708498984763,21.313708498984763,22.642135623730955,23.970562748477146,23.55634918610405,25.55634918610405,27.091883092036788,inf
inf,11.192388155425117,10.65685424949238,10.48528137423857,inf,11.36396103067893,11.242640687119286,10.656854249492381,12.656854249492381,inf,inf,19.142135623730955,17.813708498984763,19.142135623730955,21.142135623730955,22.142135623730955,23.642135623730955,24.970562748477146,26.970562748477146,inf
inf,10.15685424949238,7.65685424949238,inf,inf,inf,9.242640687119286,11.071067811865476,12.778174593052025,inf,15.778174593052025,16.899494936611667,16.313708498984763,18.313708498984763,20.43502884254441,22.93502884254441,23.55634918610405,25.55634918610405,27.091883092036788,inf
inf,inf,inf,4.82842712474619,6.65685424949238,8.15685424949238,8.242640687119286,10.242640687119286,11.778174593052025,13.485281374238571,14.278174593052025,14.899494936611669,16.899494936611667,17.606601717798217,inf,inf,inf,26.384776310850242,28.884776310850242,inf
inf,4.535533905932738,4.414213562373095,3.82842712474619,5.32842712474619,6.82842712474619,8.82842712474619,9.656854249492381,10.656854249492381,12.156854249492381,13.485281374238573,14.485281374238573,15.485281374238573,16.985281374238575,19.485281374238575,21.935028842544405,inf,28.384776310850242,29.213203435596434,inf
inf,3.0,2.414213562373095,4.242640687119286,6.414213562373095,inf,inf,inf,inf,12.071067811865477,13.571067811865477,16.071067811865476,16.606601717798217,16.899494936611667,18.399494936611667,20.899494936611667,inf,inf,inf,inf
inf,1.0,1.4142135623730951,2.914213562373095,4.414213562373095,5.414213562373095,6.414213562373095,inf,13.485281374238573,13.571067811865477,13.485281374238573,14.485281374238573,15.985281374238573,17.485281374238575,19.485281374238575,20.52081528017131,22.02081528017131,23.3492424049175,24.8492424049175,inf
inf,0,1.5,4.0,5.742640687119286,6.535533905932738,8.242640687119286,inf,14.985281374238573,14.899494936611669,14.985281374238573,16.313708498984763,16.606601717798217,18.106601717798217,19.606601717798217,21.606601717798217,21.935028842544405,23.435028842544405,25.935028842544405,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
